,timestamp,latitude,longitude
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
0,1723093113,-19.8112,-137.6409
